flexatone,Is this the right return type?
flexatone,We can remove this `print` now I suspect.
flexatone,"As I suggested above, if we are  going to  `upload`, we can still write to `tmp`!"
AlanMLin,I don't see Guru defined symbolic constants for dataset in hw. I will check with him.
AlanMLin,implemented
AlanMLin,"I still need to copy the monthly output file style_analytics_<yyyymm>.csv to a folder on G drive for Tom after I run the script, so I decided to write to a G folder directly and let Tom to get the file from there. If later we have a FTP with Style Analytics, I will then update the --upload function to write to FTP."
AlanMLin,implemented
AlanMLin,I changed it to -> tp.Iterable[int]:
AlanMLin,Removed
AlanMLin,"See my comment above. Please let me know if you think we still should write to tmp, not to G drive."
flexatone,Why do they need to go to G drive? Can we just email them to Tom?
AlanMLin,I found where Guru uses symbolic constants for dataset. I replaced string with constant in both main code and the test code. But I had to use MORNINGSTAR_D for dataset because MORNINGSTAR is already used for vendor name.
AlanMLin,"For monthly output file which is about 2.5 MB I think that's okay to send to Tom in email. But the historical file for some portfolios are pretty big, MSEGGMUG is 65 MB for example, too big to send in email. Is that ok?"
nekobon,What is the type of `attrs_nt.converter`? Is it a classmethod?
chaburkland,"Previously it was a lambda method that took an unused self argument! `lambda self, x: x * 100`. I removed the self argument since it was only used here, and converting it to a staticmethod ensured that it worked properly"
chaburkland,@nekobon here is where I removed the unused `self` argument
nekobon,"If we don't have `self` anymore, do you still need `staticmethod()`?"
chaburkland,"Yes! Because this is called by an instance (on L495 above) like so: `self.CURRENCY_CONVERTER(x)`. If it's not a staticmethod, it will fail due to it trying to pass self in as the first argument.  "
vhquang,`field_aggr_factors` is used earlier in the code. This refactor is simply to avoid double use of variable.
vhquang,You can ignore this module. It is just sketch for me to test run and explore `FrameRecipe`.
vhquang,"I tried to make this exclusion function compatible with Kleio, by trying to use `fieldattrs`. However, the tricky part is I need an `standardized` frame, since my `ISSData.get_x_exclusion` works on the original ISS columns.  I might be able to get it to work, by passing `frame_factory` down to here, in order to standardize the frame. However, it feels a bit weird from my mental model of:  frame <-- FrameFactory <-- FrameRecipe <-- ColumRecipe so I choose another simpler path, which is to use `ColumnRecipeNameFinder` to retrieve raw columns."
ForeverWintr,It seems to me that we should probably fail if this report is called with a product family it doesn't support. How come you return an empty frame instead?
ForeverWintr,"Yes, I see the dilemma. I think you can't convert `ISSData.get_x_exclusion` to use FieldAnchors, because it's part of the production methodology?  At this point it would be difficult to use kleio for this without having fieldattrs."
ForeverWintr,"You may want to pass `Frozen=True` here. That stops the factory from loading histories other than the ones you've provided.   ```suggestion         factory = FrameFactory.from_histories([rmc_hist, DistributionHistory.from_did(rms_did)], Frozen=True) ```"
ForeverWintr,Is ISS_Data a class that holds a different string literal? If so I think a link to ISS_Data is better. 
ForeverWintr,Nice addition!
vhquang,"`ISS_Data` hold the same string, for now. And since you are differentiate through time, I thought it would be better to have string literal so that it won't be affected if I update `ISS_Data`."
ForeverWintr,That makes sense!
vhquang,"I am not familiar with how forgiven Cliqc tool should be. John H told me he was forgiving with `pmbuild` and return DataFrame with basic info (SEDOL, BB_ID...) if the tool is run on expected family, and not raise error. And I am not sure if Cliqc has a way to communicate that error to the submitter.  But he was not using FrameRecipe. If I need to construct a separate recipe for an forgiving case, it seems over engineer.   When I think more about it now, I like your suggestion. Not many people will be using this report often, so I would rather be strict, than be forgiving, at this point."
vhquang,"in the long term vision, I think we would want to use a single identifier engine (like FieldAttr/FieldAnchor), so that it is interchangeable between methodology and report. But it is a larger discussion, and a bit too early for me to start using FieldAttr in the methodology.   Besides, the CTI methodology is currently base on Fields from the Reader. So I would need to set it like:  methodology <-- Reader <--- FieldAttr if we want to go this route. And I would need more thorough discussion about this before I go."
ForeverWintr,"FYI, if you do want to be forgiving, some recipes have `allow_missing` and `missing_data_fill_value` attributes. You can use these to fill missing values with a constant (in cases where a build doesn't have the column you're looking for, for example)."
vhquang,"I like the typehint for return type, but the `tp.Dict[tp.Tuple[int, datetime.date], str]]` is a bit cryptic for me. I think it would be good if we can describe it in the docstring, maybe as list of error messages?"
vhquang,"The `Text` column type has variable length. For our changeset length, the max possible length is currently 40. And I think it will be safe with that length for a while: https://stackoverflow.com/questions/18134627/how-much-of-a-git-sha-is-generally-considered-necessary-to-uniquely-identify-a  So, I think using `String` with maxlength 40, will be better here, as the database will know exactly the size needed."
vhquang,"I am just curious, why it is renamed to `update_returs_staged`? It is only for staging environment?"
gdevanla,"yeah, this refers to updates to the staged table."
gdevanla,"yeah, it really doesn't matter for Postgres.https://www.postgresql.org/docs/9.1/datatype-character.html.   Therefore, I really didn't consider setting it to 40. It is more for documentation! "
gdevanla,Good point! Fixed.
flexatone,Do we want a mutable as as a default class attr here?
flexatone,Doing this `or` on an element-wise processor seems a little expensive; perhaps doing this as class-level `cls.FIELDS_NUMERIC` is better.
flexatone,```suggestion         def exhaust(gen: tp.Iterator[tp.Any]) -> None: ```
flexatone,Should this be a `datetime` or a `date`?
flexatone,```suggestion             def parse_until(marker: str) -> tp.Iterator[str]: ```
gdevanla,Yes. Good point. Forgot to carry this change from previous version.
gdevanla,"Good point on performance.  One reason why this needs to be lazy is makes derive classes could override them  But, I will find a way to cache this."
vhquang,"Interesting, I didn't know that there is no performance difference for Postgres. Thank you for pointing out and referencing it!"
johnjhawk,there is no longer a holdings_asof_bundles module (as of yesterday) this will fail now. The new product_id_to_writer() is in the holdings_live module.  
gettodaze,"@johnjhawk This should be fixed now! I was originally just using `holdings_asof_bundles` to get the `{product_id:writer}` map, so now I am using `from papyri.core.writers.holdings_live import product_id_to_writer_all`."
nekobon,"I see the empty tuple is lighter but if we never expect the value to be any tuple, I think an empty dict might be better for readability"
nekobon,"Will the retired parameters be removed sometime? John told me his great idea before about stating the expiration date of the parameters ""to-be-removed""."
flexatone,But having a mutable dictionary as a default arg on the class level is just as bad as a mutable default arg in a function signature! So that is why I went for an empty iterable.
flexatone,"Once the strategies that use the retired parameter are out of a window, then they can be removed. "
nekobon,"Mutable default arg is bad because it keeps the mutated state on the next call unexpectedly. In this case, we don't mutate it in the client code (if so, we cannot use any dict in param values), and we change the values by simply overriding at inheritance. "
flexatone,"Sure, I see your point. If only we had an immutable dictionary..."
gdevanla,Code golf:    ```suggestion         name = name or  f'{cs1.__name__}_{cs2.__name__}' ```
gdevanla,"Can we add a note here saying, we shift back the date_end if it falls on the middle of month, rathar than shift forward.   Or maybe should we consider having an argument for that?"
gdevanla,Is this TODO still valid?
gdevanla,Can we add a type hint for the return type?
gdevanla,missing type hints here as well.
gdevanla,type hint?
gdevanla,type hints.
gdevanla,I like the definition of 2 different named tuples to distinguish what they hold!
gdevanla,type hints?
gdevanla,Use of `f` for variable name and `f-strings` is little confusing. Maybe a better name?
gdevanla,"Not sure. Should this be capitalized, if refering to `US` are a country/region? Or maybe it is clear this way!?"
gdevanla,type hints.
gdevanla,Is this `None` needed for some abstract function return type compatibility? I do not see any other return statement here.
gdevanla,may be the doc string here is out of date?
gdevanla,type hints
gdevanla,"doc strings again, may be out of date."
gdevanla,Is this #TODO still valid?
gdevanla,TODO alert :)
gdevanla,"Curious, I thought you don't have to provide an emptry string. just calling ```suggestion         raise NotImplementedError() ```  should do, correct?"
gdevanla,Are you able to provide type hints for the base class?
nekobon,"I think it's fine to keep it lowercase, because uppercase (cls.US) could look more like a class attribute."
nekobon,Yes! I'm not sure why I put the empty strings there
johnjhawk,Can 6105 be a variable so the name can suggest what it is?
chaburkland,Will do.
AlanMLin,test comment
gdevanla,nitpick: Would it make sense to do the entire construction inside one function? 
gdevanla,"I don't do this studiously myself. But, given the preference for `staticmethod` may be consider making this a `staticmethod`."
ForeverWintr,Probably! I can move the co_fields into the function as well. 
ForeverWintr,"I agree. I didn't actually write this, but I'll change them to static method."
ForeverWintr,"Are you leaving this here because we might need it in future?  What if we left a note of the changeset in which it was removed instead of leaving the commented out code here. That way if we do need to look at it in future, we can go back to the time when it was active. "
ForeverWintr,Should this still be here?
ForeverWintr,"In general I think it's helpful to add a deprecation reason, as I've come across these tags on active code before, and not been sure what I should use instead. In this case I assume the reason is, ""our code is on github now"".   Do we still need this class?"
ForeverWintr,"I think we can remove this, right?"
ForeverWintr,Nice TODO busting!
ForeverWintr,Can we remove this? I'm definitely ok with rewriting it if we ever need to go back to upsource. 
ForeverWintr,I don't think we need these?
ForeverWintr,can we remove this?
ForeverWintr,can we remove this?
ForeverWintr,can we remove this?
ForeverWintr,can we remove this?
ForeverWintr,can we remove this?
flexatone,Removed!
flexatone,"We probably do not, but it is being used still in a number of places. I will create a ticket to remove it entirely."
flexatone,Yup!
flexatone,hahaha... It was part of an ancient workflow too...
flexatone,Agreed.
flexatone,Agreed!
flexatone,Gone!
flexatone,Gone!
nekobon,:+1: 
brandtbucher,"Maybe make this a module-level constant?  Also, maybe make this a `frozenset`?  Also, could we just make this a set of actual types, instead of names? That seems a bit clearer and safer to me."
brandtbucher,```suggestion             elif w.__class__.__name__ in writers_with_no_defined_connection: ```
chaburkland,"I'll make it a frozenset, but I'm not quite sure I want to put it at the module level since it's exclusively used by this function."
brandtbucher,"Well, it would just be the classes (without the `__name__` part). The reason why I bring this up is because just comparing the name strings is fragile. If a writer is renamed, this would silently stop working (most refactoring tools don't replace names in strings)."
brandtbucher,"...and on the point of this only being used in one place, I still think that constants like this should be module-level. If I'm building a big set or dictionary inside of a function, I expect to either manipulate or return it. But I guess it comes down to personal preference."
chaburkland,Yeah. I will import classes directly since that is much more robust. I needed the push. It's also better because I can do an isinstance check instead of class name comparison.
brandtbucher,> It's also better because I can do an isinstance check instead of class name comparison.  Is that safe? Do we have cases where a writer with a connection inherits from one with a connection? Seems like it might happen...
brandtbucher,"Okay, cool."
chaburkland,"It should be...  If `class A` has no connection info, but `class B(A)` does, then the initial if-statements will discover the connection attrs on the `B` instance before we get to this branch."
ForeverWintr,"What if `spec_df.loc[cls.CHINA_A_ACTIVE_FIELD, 'value']` is `'true'`? Maybe we should do something more elaborate like:  ```suggestion         val = spec_df.loc[cls.CHINA_A_ACTIVE_FIELD, 'value']         if val is True:              return True         try:             return val.lower() == 'true'         except AttributeError:             return False ```         "
ForeverWintr,I wonder if there's a better name for this method than `skip`. It seems like what we're actually doing is passing if `skip` returns true (whereas I would expect `skip` to indicate neither pass nor failure). Maybe:  ```suggestion         if not self.can_fail(product_history):             return self.succeed(f'{self.CHINA_A_ACTIVE_FIELD} = True.') ```
gettodaze,"Why not just add `'true'` to my list of true values? For example, `        return spec_df.loc[cls.CHINA_A_ACTIVE_FIELD, 'value'] in [True, 'True', 'true']`. But I'm not sure how fast string comparisons are vs `str.lower`."
gettodaze,I think that is a very solid point. I like `can_fail`.
gettodaze,"How about `always_succeed`? Maybe I'm overthinking this, but I'm hoping to have a name that doesn't make me negate the boolean return value everywhere."
ForeverWintr,"I like `always_succeed`. I also thought having to negate the boolean was undesirable, but couldn't think up a better name. :) "
ForeverWintr,"Well, what if the value is `'tRue'`?  I guess the question is how strict should this check be. My intuition (which may be wrong), is that this should probably be case insensitive.  Upon reflection I think there's a cleaner solution than the one I proposed:  ```python return str(spec_df.loc[cls.CHINA_A_ACTIVE_FIELD, 'value']).lower() == 'true' ``` "
gettodaze,I like that!
nekobon,What is this DILMNSX?
chaburkland,`D`: date type `I`: integer type `L`: long type `M`: medium string `N`: numeric type `S`: short string  `X`: extra-long string
gdevanla,Should this be `int`?
gdevanla,"If `quote_type` is not set, there is a possibility that your `data_dates` may not be unique.  Same with `Frequency`. Therefore, you need both `quote_type` and `frequency` to be set to get a unique set of `data_dates`."
gdevanla,"Should this have a name that suggests `returns`? Also, the module name itself.  Unless, you plan to have other time-series data in this module/class.  "
gdevanla,"If you plan on have other time series data in this class, than maybe these attributes should not be at class level, since they are returns specific, correct?"
gettodaze,"Yes, thanks for catching that!"
gettodaze,"Yeah, Ro said the same thing. Chris wanted to avoid the name returns (because this can be used for both return and level data), but I think it makes sense to call it `returns` as well. Perhaps `returns_time_series_data`?"
gettodaze,"Exactly, but I think this is just for the returns table."
gdevanla,Or call it `Performance`?
gettodaze,"How about raising `notimplementederror` if duplicated dates are returned and removing the `None` default args? Otherwise, I am thinking of maybe two methods, one to return the time series and maybe one to return a groupby of `quote_type` and `frequency`?"
gettodaze,"Ah, `performance_time_series_data`?"
gdevanla,"yeah, perhaps run this name by @flexatone "
flexatone,"yes, ""performance"" is a nice alternative to  ""returns"" and ""levels""!"
flexatone,"SF will fail if there are duplicate dates, to that scenario may not require special handling."
gettodaze,"Okay, I got rid of the `notimplementederror` and just left a note in the documentation for the user."
gdevanla,"But, I think rejecting invalid inputs is a better option here. We know this failure is possible, therefore why not handle it upfront?"
gettodaze,"@flexatone @gdevanla Also, if `frequency` and `quote_type` are necessary to get a distinct timeseries, should they also be included in the `RAPID`?"
flexatone,At least `quote_type` will be included in `RAPID`.
ForeverWintr,I think `expanduser` does nothing here. Maybe it's a holdover from local development?
chaburkland,I'm pretty sure we can get rid of this method entirely now!
nekobon,"If we need to use the exact month's build, we need to have this check. It's often forgotten to mark delivered, and you might not receive the latest one."
nekobon,"python's `sorted` does not work with `nan` inside. If you need companies with `nan` weight, you can put `idbbu_to_weight` in a Series and sort it."
AlanMLin,I don't need companies with nan weight. Then will this be fine?
AlanMLin,"Is GRAFIGAC always rebalanced quarterly in March, June, Sept, Dec?"
nekobon,Yes!
nekobon,"To keep only positive non-nan values,  you would want to apply the same filter as before (w>0)"
AlanMLin,I added some check to make sure the year_mo from the latest delivered build is what we expected. The code looks ugly. Please let me know if you have some suggestions.
AlanMLin,I added filter (w>0)
johnjhawk,this will return the latest delivered in case there are multiple delivered in a single month?
ForeverWintr,"My understanding is that parc label will always be unique, so we don't need to worry about that problem. Here we're just looking for the same parc label in a different history. "
johnjhawk,"I see. If we're starting from a parc request then yes, I agree. But if we are asking for all the delivered builds for a product with the same year + plus label, we could get multiple. As there can be multiple requests per month. "
gdevanla,Do you plan on moving this sketch to another folder. 
gettodaze,"Ah, that's a good point. Do you recommend maybe `blender`?"
gettodaze,I moved it to `blender/sketch/find_blender_all_calls_as_spec_value.py`.
gdevanla,"I am guessing this is  more of a `test` and yes, blender `tests` seems to be a good place."
gettodaze,"Ah, it could be a test! But then it should be a portcullis test because it is testing `portcullis/core/analysis/company_compare/io_compare/series_comparer.py` `SpecValueSeriesComparer`"
gettodaze,Resolved over zoom to leave it as a sketch
gdevanla,"Actually, we need to find a way to get the `database_name` from the connection spec. We should not hard-code the database name here. Also, the read only user.    I do not know how that can be done. Can you explore a little or else I will look into that."
gdevanla,"You probably, can start by importing this two statements, and access the `connection_string` we provided in the command line.  ```  from kozuchi.db_setup.common_env import context                                                                                                                                                                  config = context.config                                                                                                                                                                                          ```                https://alembic.sqlalchemy.org/en/latest/api/config.html  If you get stuck, let me know.                "
kocharR,database_name can be fetch on fly i guess. I will look into that. But read only user ? How will we get the read user name? This is the first time we are creating it. 
gdevanla,Good point.   I added a readonly user definition in `inventory_users.py`. You can import that module in the alembic script and refer to the user and password from that definition.
kocharR,I can read the user information. user = users.Users['is_user_readonly'].user_name password = users.Users['is_user_readonly'].password
kocharR,Can you also help in getting the database name on fly? 
gdevanla,"You should use the `inventory.GDriveData.end_point` to refer to G  drive. Also, good idea to use `os.path.join`. I have not used it myself in many places in the code, which I am slowly replacing."
gdevanla,You can remove this if you don't need this anymore.
gdevanla,I think this is a typo: `Hisotrical`.
gdevanla,Will the file name have a timestamp? What happens when we get two sets of historical fiies. Will we over-write the previous file?
gdevanla,"Instead of dropping columns here, you could explicitly defined the list of columns you are interested in and only pick those columns."
gdevanla,Same here. Explicitly list of columns you want to extract. That way you clearly define what columns you need and not end up with extra columns that you do not expect.
gdevanla,"You can remove the print statements later. If you want logging, please use the logger functionality. You can refer to other kozuchi modules to see how we use the logger."
gdevanla,Looks like you are not using this variable anywhere.
gdevanla,Type hint missing for connection spec.
gdevanla,You don't need this. We are not using this anywhere now.
gdevanla,"```suggestion     @classmethod     def process(cls, conn_spec, portfolio_code):        .....              @classmethod      def main(args):          # here you can do all the arg-parsing.           if __name__ == '__main__':     SolativeHistory.main()        ```  With this approach, you can have a test for `process` function which just tests the core functionality. You can have another test for `main` to test to make sure you are transforming the arg-parser params to the correct values. "
gdevanla,curious; Why did you drop the `_` for portfolio_code?
gdevanla,Consider doing this in a loop?
gdevanla,"Should we make sure if have only one record after this operation? If that is True, then maybe just return a `Series`?"
gdevanla,You could probably do all this operations inside _get_holdings_attrs()? Any reason it has to be outside?
gdevanla,Shouldn't this be `CLS`?
gdevanla,To need a `frame_go` at this point?
gdevanla,Please switch to logging.
gdevanla,You can remove commented imports before merging.
gdevanla,You have not tested anything about the `constituent_holdings` in this test yet. Maybe you are still working on this test?
gdevanla,"Again, you have not asserted on anything about `attr` here. "
kocharR,"No file will have no timestamps. We have never gotten two sets of historical files for same portfolio. One we get from research which will go to folder \Simulated and other for short history we get from Solactive, which will go to a different folder. This is as per my discussion with Tiffany in product team."
kocharR,Used for debugging. I removed :)
kocharR,Actually I purposely have it here. This script can be run by anyone on adhoc. So idea is to have the value of  update_by so we know who updated the database. That's why I have this as a mandatory argument.
kocharR,"Yes as discussed with product team, we are fine overwriting or we can just copy the file to another folder and process the new one. But rarely happens if we have to process the portfolio for same data-date twice."
kocharR,There is a test called test_get_holdings_constituents.
kocharR,I guess you have the outdated file. I will checkin again.
kocharR,Not sure how to achieve here in this case. I am having a bigger frame and then take a sub of that frame to create a holding attrs series and constituents frame. 
kocharR,Good catch Guru. i dropped this initially when I was trying to join static frames and the column names had to be uique but  I don't need it now. 
kocharR,I had it all operation inside the operation in the beginning but Chris suggested to remove it. I suppose the reason was easy and separable test cases.  
gdevanla,"Ok. I thought it was a good idea to add a atleast a 'date' on that filename and save it. That way if you have another file for same portfolio code with different dates, you do not have to create a new folder.  "
gdevanla,"Yeah, just list out the columns names you need. That should do it."
gdevanla,"Currently, we don't use it. Plus, we can also identify using `get_process_user()` method automatically. This method is in the `monitored_sequence` module."
flexatone,"```suggestion         data = pd.read_csv(out_file).drop(cols_drop, axis='columns') ```"
flexatone,"Your type hint says `sf.Frame`, but you are returning a `sf.FrameGO`. In general, better to have functions return immutable data structures, but if you really need to return an `sf.FrameGO`, the type hint should align."
flexatone,"```suggestion     def _get_source_portfolio_id(cls, connection: inventory.PostgresConnectionSpec) -> sf.Frame: ```"
flexatone,You might check some values in here.
kocharR,"@gdevanla If I dont pass the value for update_by, module errors out. For now it is hard coded in the module but once you chnage your module, it will overwrite the value."
gdevanla,Are you using this anywhere?
gdevanla,"Can you just use the `_read_historical_file()` method in your Solactive Loader class? Looks like this function re-implements what the other function is doing. Plus, that way you get to test the actual function that is loading the file."
gdevanla,Same here. You could just use `_read_historical_file` method.
gdevanla,"Can you consider addin tests to check if weights add up to 1 etc?  Ideally, it would be nice, if you atleast test against values in one record and make sure all columns/values are as expected."
gdevanla,Same here. Checking for some values would be nice.
gdevanla,You should read from test folder here?
kocharR,LGTM : Looks Good To Me :D ?
kocharR,That's a great point! I have no idea why I wrote  this function in test module when I can call the _read_historical_file and return a frame . Thanks!  
kocharR,should I be calling the function in main module?   constituent_holdings = SolactiveHistorical._get_holdings_constituents(solactive)     
gdevanla,I just meant that you should not hard-code this path here. Can you upload this file to the test input folder and use it?
kocharR,Oh I understand now. I actually uploaded to static server and that's the file I am using. I removed the hard coding of path.     test_data.get('holdings_RAMFCTDT_20210301_test.1614680240.csv')  file_path = fp  
gdevanla,"If you are dropping 'Adj_Weight', then do you still need this in the map here?"
gdevanla,"Since, you are getting the entire `file_path` now, you don't need `holdings_`, correct?"
gdevanla,"I am wondering, you will have only one `holdings_attr` correct? Do you need a loop here?"
gdevanla,"This should be,  ``` import RALib.core.monitored_sequence as ms ```  then  ``` holdings_attrs['update_by'] = ms.get_process_user() ``` "
gdevanla,"linting error, add a space after `,`"
kocharR,Good catch.
kocharR,"No I will have multiple rows in the series and for each datadate in attr, I have multiple rows in the holdings. "
gdevanla,Got it thanks
nekobon,It looks so complicated! A comment here would help (me)
nekobon,same here
vhquang,"Is it intentional to be `date_min` instead of `date_max`? Beside, I think `DATE_MIN`/`DATE_MAX` can also be default arg."
vhquang,"I am just curious, what is our benefit for filling unknown delisted day with specific infinite day?"
vhquang,"Since this is classmethod, other code can use it like public API, I think it would be good to have typehint for the parameters. Especially for `fp`, I think I see 2 types of `fp`: tuple of string, and string of absolute path. I think it would be good to specify it to reduce ambiguity."
nekobon,"Oh, thank you. I've fixed it but accidentally on another branch derived from this branch."
nekobon,That is the max date used by this data vendor (Compustat). I wanted to have the same here because we use the same max day in other readers provided by the same vendor.
nekobon,Thank you. I missed this typehints
brandtbucher,"I wanted to, but you can't put comments in JSON files!"
nekobon,"Wait, I thought it was python! ... how about yaml?"
brandtbucher,```suggestion     def test_disk_memoize_returned_none(self): ```
brandtbucher,Maybe just remove this `else` and return the result of the `DiskCache.load` call on line 309 instead of binding it to `data` and returning here? That's much easier for me to follow.  ```suggestion ``` 
brandtbucher,"As far as I know, GitHub can only read this configuration from a JSON file (the API is very poorly documented). 😦"
vhquang,That makes sense. Thank you for the explanation!
nekobon,:cry: 
chaburkland,"Is this a mistake? I understand how the following elif-else is refactored from the else on default, but the addition of `not` here seems incorrect."
chaburkland,I don't like importing wunder attributes from other modules. Can you rename these to `ArgoBase` and `CalpysoBase` or something like that?
chaburkland,"I wasn't able to find a definition, even an abstract one, for `get_changeset` on this class. It seems like one that raises `NotImplementedError` would be appropriate here."
chaburkland,I like these VCS abstractions a lot more.
chaburkland,"I would suggest reverting this loop to be an explicit one. The current pattern of looping through each class in a tuple of explicitly defined runner classes is preferable to me.  I think the `__subclasses__` loop would make a really good unit test. That way you benefit from guarding against a mistake where someone creates a subclass, but forgets to add it to `ARGO/CALPYSO_RUNNERS`. But you also get the benefit of an explicit runner list in production code."
chaburkland,"Seeing as this code was repeated in `AAF/apps/calypso/main.py` and `AAF/apps/argo/main.py`, I think it's worth making this a function that those mains can import and pass in all the runners directly.  ```python from AAF.core.calypso import CALYPSO_RUNNERS from AAF.core.calypso import get_parser from AAF.core.calypso import execute_runners  if __name__ == '__main__':     parsed = get_parser('asset_allocation').parse_args()     execute_runners(CALYPSO_RUNNERS) ```"
brandtbucher,"The old code was exactly backwards, and wasn't formatting the messages correctly. I noticed the bug and fixed it here!"
brandtbucher,Nice catch!
ForeverWintr,"I think you can do assignment to multiple columns at once, so this could be ```suggestion             ra_dataset_info = ra_dataset_info.assign[['price_index_code_file', 'net_return_index_code_file', 'total_return_index_code_file']](None) ``` "
ForeverWintr,I think there's an extra word here: ```suggestion         raise ValueError(f'Expected {marker} not found in file') ```
ForeverWintr,"Do you need `astype` here instead of passing `dtype` to the frame constructor, because the data comes in as strings?"
ForeverWintr,I'm surprised this works! I thought you couldn't inherit from `Enum`s.
ForeverWintr,"This fails unless `pm['dataset'] == 'Citi'`, right? I wonder if it would be clearer to set `cls.DATASET = hd.DataSet.Citi`, then explicitly check that `cls.DATASET(pm['dataset']) is hd.DataSet.Citi`. Maybe that way you don't have to sublclass the  `hd.DataSet` enum.  It's entirely possible I'm not understanding something, too. :)"
gdevanla,"Yes. We get data as strings. Plus, I had to unpack all columns to provide dtypes. Instead, I chose this path."
gdevanla,"Mostly, I have only been using the base class for typing. "
gdevanla,"You are right on the check.This statement will fail if the value is not 'Citi' right now.   But, the dataset enum class could hold more values than just 'Citi' in the future. That is the reason we cannot have an explicit check. Hope that clarifies."
brandtbucher,This diff looks worse than it really is. See the comment in `AAF/core/launcher.py` for a better explanation.
brandtbucher,"Both teams have expressed an interest in having some jobs that *cannot* be launched in ""production mode"" (which changes some important things, such as email lists, upload locations, test runs, arguments, branch, etc.).  For the Asset Allocation team, this feature will be used for Git jobs while their Hg -> Git transition is underway. For the Equities team, no jobs will be in production mode for the foreseeable future."
brandtbucher,"Again, this diff looks worse than it really is.   This code was basically lifted straight from `AAF/apps/calypso/launcher.py`. The only major difference is that some bits of the Flask app construction have been moved into a new `get_app` function, which can be used to create both Calypso and Argo web apps."
brandtbucher,"Don't show a ""production"" checkbox for jobs that don't allow it."
brandtbucher,"Most of this function is unnecessary for jobs that don't allow ""production mode"". So, for those, we only keep this bit, which populates the default revision and args for the job."
ForeverWintr,"Do you know if we still use job priority? In the disque days we used it to decide which celery queue to send to, but I didn't think we did that anymore with airflow. "
ForeverWintr,"Do you want to include `log` here too? I think that's the output of the job, which would be useful when it fails. "
gdevanla,"Good idea. I somehow thought there was more stuff to be done to get the logs. But, I already have the info! Thanks !"
gdevanla,Yes. We do use the priority on jobs. The priority is applied to jobs within one particular queue.
ForeverWintr,Can we remove this?
ForeverWintr,"Was this because, now that we make morning trades based on the approved trade plan, we no longer want to consider morning trades that were made if the trade plan wasn't approved?"
ForeverWintr,"I think this is `str` now, because we stopped holding live exception objects."
ForeverWintr,"I think best practice is to use an OrderedDict if order is important to you, even though dicts are ordered now. The argument in favor of this, as I recall, is that not all tools respect dictionary order (e.g., pretty printers might sort keys or something). I don't remember why we used an ordered dict here, so I'm slightly in favor of keeping it. Do you think we should remove it?  "
ForeverWintr,"I think you don't need this label, right? if you `unstandardize` this frame, won't the label be pu_rafi_size_single_country?"
ForeverWintr,:+1: 
ForeverWintr,Can you help me understand what this reindex is doing? Are you dropping some columns that are not in `ALL_COLS`?
ForeverWintr,"Could you make your `pass_apply_f` a little simpler by filling `na` with zero here instead?  ```suggestion         passed = relevant[['client_weight','live_weight']].fillna(0).iter_tuple_items(                 axis=1).apply(pass_apply_f).rename('passed') ```"
ForeverWintr,Did you get an answer to your note here?
ForeverWintr,"How about using `datetime` here instead of strings? That way we'll fail if `MAX_DATE` isn't actually a date, e.g., `22611232`. It would also be nice to be resilient to changes in numpy's `str` representation. I think this would work:  ```suggestion         max_date = datetime.datetime.strptime(cwo_mod.MAX_DATE, '%Y%m%d').date()         def dtime64ns_to_str(dt64ns):             # Convert to date precision, then call item to get a python date.             ret = np.datetime(dt64ns, 'D').item()             if ret != max_date:                 return ret             return '' ```"
ForeverWintr,"The column selection isn't needed here, right? "
ForeverWintr,"This is the same set that @johnjhawk is creating, I think! Maybe the two of you can find a shared location for it? It could go in `portcullis.core.constants`, for example. "
ForeverWintr,I see the test below that prompted this change. Nice!
ForeverWintr,This sketch looks interesting. Is it still a work in progress?
gettodaze,"Oh, I think the reason I put that is because the mapping I've seen passed in seems to always just a regular dictionary, i.e.: ```         detailed_results = {                 'no_SIC_companies': no_sic_companies,                 'duplicate_SIC_companies': dup_sic_companies,                 'weight_by_SIC': weight_by_sic,                 'overheavy_industries': overheavy_industries             }         msg = 'Industries with greater than 25% weight in the portfolio: ' + ','.join(overheavy_industries[self.SIC_DESCRIPTION])         if overheavy:             return self.fail(msg, detailed_results)         return self.succeed(msg, detailed_results) ``` ``` return self.fail(message, {'details': results}) ``` The only mention of `OrderedDict` in `portcullis/core/bqcuts` is this line."
ForeverWintr,Interesting! In that case I agree that using a regular dict here is best. 
gettodaze,Oh good idea! I tried mentioning it in his code review but I think my mic wasn't working and nobody could hear me haha.
gettodaze,I'm hoping to have a handle to the column so that I can rearrange the order of the columns in the end. I realize now that I shouldn't be forcing the name to be `pu_rafi_size_single_country` when it could change in the future. Is there a way to get the name of the column from the recipe?
gettodaze,"No, and maybe this isn't the best approach, but I just want to have the final order of the columns to match the order of ALL_COLS. Is there a better way to do this?"
gettodaze,"Oh I did! I will change the note to just say `this does not verify the weight is between 0-1 inclusive, that check is out of the scope of this QCUT`. Thanks."
gettodaze,"Wow! Very cool! Thanks. I just had to return the string of ret. ``` max_date = datetime.datetime.strptime(cwo_mod.MAX_DATE, '%Y%m%d').date() def dtime64ns_to_str(dt64ns: 'datetime64[ns]') -> str:     date: datetime.date = np.datetime(dt64ns, 'D').item()     if date != max_date:         return str(date)     return '' ```"
gettodaze,Right! I'll change that.
